area_type,bath,balcony,price,availability_refined,availibility_due,size_bhk,scale,total_sqft_refined
Super built-up  Area,1,1,52.5,Ready To Move,,1,1,750
Built-up  Area,6,3,400,Ready To Move,,5,9,405
Built-up  Area,3,3,78,Ready To Move,,3,1,1475
Plot  Area,4,1,130,Ready To Move,,4,1,2230
Plot  Area,5,1,100,Ready To Move,,4,1,2200
Plot  Area,2,0,65,Ready To Move,,2,1,900
Super built-up  Area,2,2,37,Ready To Move,,2,1,1116
Built-up  Area,2,1,75,Ready To Move,,2,1,948
Super built-up  Area,2,1,55,Ready To Move,,2,1,970
Super built-up  Area,3,2,67.23,Ready To Move,,3,1,1519
Super built-up  Area,2,1,65,Ready To Move,,3,1,1200
Super built-up  Area,3,2,127,Ready To Move,,3,1,1760
Plot  Area,5,3,525,Ready To Move,,4,1,4400
Super built-up  Area,3,3,179,Ready To Move,,3,1,1914
Super built-up  Area,3,2,85.5,Ready To Move,,3,1,1820
Super built-up  Area,3,2,93,Ready To Move,,3,1,1820
Built-up  Area,3,2,78,Ready To Move,,3,1,1565
Super built-up  Area,2,3,42.69,Ready To Move,,2,1,1334
Super built-up  Area,2,2,76.23,Under Construction,Mar,2,1,924
Super built-up  Area,2,2,49,Ready To Move,,2,1,914
Built-up  Area,1,1,17,Ready To Move,,1,1,500
Super built-up  Area,3,3,125,Under Construction,Mar,3,1,2145
Plot  Area,5,,162,Ready To Move,,5,1,1200
Built-up  Area,3,2,100,Under Construction,Apr,3,1,1650
Super built-up  Area,4,3,220,Ready To Move,,4,1,3940
Built-up  Area,2,1,29.45,Under Construction,Dec,2,1,1020
Built-up  Area,2,3,58,Ready To Move,,2,1,1180
Super built-up  Area,2,3,120,Ready To Move,,2,1,1255
Super built-up  Area,5,2,650,Under Construction,Jul,3,1,2777
Super built-up  Area,2,1,35,Ready To Move,,2,1,1014
Built-up  Area,2,0,90,Ready To Move,,4,1,920
Super built-up  Area,1,1,25,Ready To Move,,2,1,695
Plot  Area,4,3,220,Ready To Move,,3,1,2273
Super built-up  Area,2,2,48.95,Under Construction,Mar,2,1,1140
Built-up  Area,4,1,375,Ready To Move,,6,1,3000
Super built-up  Area,2,2,41,Ready To Move,,2,1,1180
Super built-up  Area,4,2,152,Under Construction,Aug,4,1,2400
Super built-up  Area,1,1,25,Ready To Move,,2,1,850
Super built-up  Area,2,1,60,Ready To Move,,2,1,1200
Built-up  Area,4,3,206,Under Construction,Dec,4,1,3160
Super built-up  Area,3,3,96.87,Ready To Move,,3,1,1769
Plot  Area,3,2,160,Ready To Move,,4,9,1197
Carpet  Area,4,1,131,Under Construction,Dec,4,1,1554
Super built-up  Area,2,2,46,Ready To Move,,2,1,1243
Plot  Area,5,2,1150,Under Construction,Apr,4,1,4920
Super built-up  Area,2,1,40,Ready To Move,,2,1,905
Built-up  Area,1,1,30,Ready To Move,,1,1,627
Built-up  Area,3,2,285,Under Construction,Mar,3,1,2180
Super built-up  Area,3,2,260,Ready To Move,,3,1,2400
Super built-up  Area,3,1,73,Ready To Move,,3,1,1435
Super built-up  Area,6,3,400,Under Construction,May,4,1,3405
Built-up  Area,3,2,130,Ready To Move,,3,1,1620
Super built-up  Area,3,2,125,Ready To Move,,3,1,1862
Super built-up  Area,1,1,19.9,Under Construction,Nov,2,1,674
Super built-up  Area,2,1,59,Ready To Move,,2,1,1220
Super built-up  Area,2,2,44,Ready To Move,,2,1,1027
Super built-up  Area,2,1,49,Ready To Move,,2,1,1025
Super built-up  Area,2,3,54.5,Ready To Move,,3,1,1430
Super built-up  Area,2,3,65,Ready To Move,,2,1,1235
Super built-up  Area,2,3,32,Ready To Move,,3,1,1291
Super built-up  Area,3,2,95,Ready To Move,,3,1,1498
Super built-up  Area,3,2,240,Ready To Move,,3,1,2180
Super built-up  Area,2,1,29.7,Under Construction,Apr,2,1,1000
Plot  Area,2,1,70,Ready To Move,,2,1,922
Built-up  Area,2,1,72,Ready To Move,,2,1,850
Plot  Area,3,2,155,Ready To Move,,3,1,750
Super built-up  Area,2,2,64,Ready To Move,,2,1,1123
Super built-up  Area,2,1,75,Ready To Move,,2,1,1235
Super built-up  Area,2,1,55.55,Ready To Move,,2,1,1250
Plot  Area,5,,360,Ready To Move,,4,1,2403
Super built-up  Area,2,1,45.91,Under Construction,Nov,2,1,984
Super built-up  Area,2,1,99,Ready To Move,,2,1,1305
Plot  Area,1,0,65,Ready To Move,,2,1,1200
Plot  Area,3,1,90,Ready To Move,,3,1,600
Super built-up  Area,5,3,204,Under Construction,Jun,4,1,2790
Super built-up  Area,3,2,125,Ready To Move,,4,1,2010
Built-up  Area,2,0,42,Ready To Move,,2,1,995
Built-up  Area,2,2,59,Ready To Move,,2,1,1277
Super built-up  Area,2,2,61.33,Ready To Move,,2,1,1236
Super built-up  Area,2,3,67,Ready To Move,,2,1,1265
Super built-up  Area,,,27,Under Construction,Apr,1,1,525
Built-up  Area,4,,141,Ready To Move,,5,1,2570
Plot  Area,5,3,390,Ready To Move,,4,1,2400
Super built-up  Area,3,2,56.24,Ready To Move,,3,1,1442
Super built-up  Area,2,2,70,Ready To Move,,2,1,1224
Super built-up  Area,2,1,59,Ready To Move,,2,1,1205
Super built-up  Area,2,3,100,Ready To Move,,2,1,1233
Super built-up  Area,2,3,69,Ready To Move,,2,1,1312
Super built-up  Area,3,2,90,Ready To Move,,3,1,1449
Super built-up  Area,2,1,54,Ready To Move,,2,1,1090
Plot  Area,5,0,150,Ready To Move,,5,1,2100
Super built-up  Area,2,3,62.55,Ready To Move,,3,1,1390
Super built-up  Area,2,3,78,Ready To Move,,2,1,1200
Plot  Area,2,2,50,Ready To Move,,4,1,600
Super built-up  Area,2,2,58,Ready To Move,,2,1,1000
Plot  Area,5,2,190,Under Construction,Oct,4,1,2400
Super built-up  Area,3,1,85.73,Under Construction,Dec,3,1,1732
Super built-up  Area,2,2,80,Ready To Move,,2,1,1290
Super built-up  Area,3,3,85,Ready To Move,,3,1,1840
Super built-up  Area,4,2,100,Ready To Move,,3,1,1917
Built-up  Area,2,2,57,Ready To Move,,2,1,1100
Super built-up  Area,2,3,60,Ready To Move,,3,1,1455
Super built-up  Area,4,3,208,Under Construction,Dec,4,1,2774
Plot  Area,5,,255,Ready To Move,,5,1,1200
Super built-up  Area,2,2,65,Ready To Move,,3,1,1425
Super built-up  Area,3,1,113,Under Construction,Dec,3,1,1655
Super built-up  Area,5,3,160,Under Construction,Mar,4,1,2805
Built-up  Area,7,3,93,Ready To Move,,7,1,600
Super built-up  Area,2,1,46.79,Ready To Move,,2,1,1040
Super built-up  Area,2,1,55,Ready To Move,,2,1,1126
Plot  Area,4,1,200,Ready To Move,,6,1,1600
Super built-up  Area,2,1,55.55,Ready To Move,,2,1,1250
Plot  Area,4,2,180,Ready To Move,,4,1,1800
Plot  Area,2,0,53,Ready To Move,,2,1,1200
Built-up  Area,3,1,100,Ready To Move,,4,1,2050
Super built-up  Area,1,1,29.44,Ready To Move,,1,1,530
Built-up  Area,4,0,139.5,Under Construction,Jun,4,1,2585.5
Super built-up  Area,2,1,37,Ready To Move,,2,1,883
Super built-up  Area,2,2,59.6,Ready To Move,,3,1,1490
Super built-up  Area,2,2,95,Ready To Move,,2,1,1295
Super built-up  Area,3,1,59,Ready To Move,,3,1,1275
Super built-up  Area,2,2,30,Ready To Move,,2,1,800
Super built-up  Area,1,0,95,Ready To Move,,1,1,1200
Super built-up  Area,2,1,58,Ready To Move,,2,1,1063
Super built-up  Area,1,1,43,Ready To Move,,1,1,656
Super built-up  Area,2,2,36,Ready To Move,,2,1,1125
Super built-up  Area,2,1,48.06,Under Construction,Dec,2,1,881
Plot  Area,8,2,200,Ready To Move,,9,1,1350
Built-up  Area,1,1,32,Ready To Move,,2,1,700
Plot  Area,3,0,110,Ready To Move,,3,1,1936
Super built-up  Area,3,1,101,Under Construction,Dec,3,1,1680
Super built-up  Area,2,2,57,Ready To Move,,2,1,1253
Super built-up  Area,3,3,230,Ready To Move,,3,1,1640
Super built-up  Area,3,2,50,Ready To Move,,3,1,1082
Built-up  Area,2,1,30.75,Under Construction,Dec,2,1,1065
Super built-up  Area,4,2,145,Under Construction,Dec,3,1,2100
Super built-up  Area,2,1,58,Ready To Move,,2,1,1070
Super built-up  Area,3,2,57.6,Under Construction,Sep,3,1,1280
Plot  Area,5,2,300,Under Construction,Apr,5,1,1200
Built-up  Area,2,1,29.25,Under Construction,Aug,2,1,1125
Super built-up  Area,3,2,122,Ready To Move,,3,1,1755
Super built-up  Area,2,1,54,Ready To Move,,2,1,1210
Super built-up  Area,2,2,30.43,Under Construction,Sep,2,1,951
Built-up  Area,2,1,75,Under Construction,Apr,3,1,1500
Super built-up  Area,3,2,90,Ready To Move,,3,1,1652
Super built-up  Area,2,2,76.18,Ready To Move,,3,1,1381
Super built-up  Area,2,1,57,Under Construction,Dec,2,1,1085
Super built-up  Area,1,1,50,Under Construction,Apr,1,1,905
Super built-up  Area,3,2,95,Ready To Move,,3,1,1685
Super built-up  Area,2,2,75,Ready To Move,,2,1,1200
Super built-up  Area,2,1,42.9,Ready To Move,,2,1,1151
Built-up  Area,3,3,170,Ready To Move,,4,1,3532
Super built-up  Area,3,2,86.91,Ready To Move,,3,1,1665
Built-up  Area,2,1,40,Ready To Move,,2,1,800
Built-up  Area,2,1,162,Ready To Move,,2,1,1050
Super built-up  Area,2,2,46.5,Ready To Move,,2,1,1030
Super built-up  Area,2,1,71.03,Ready To Move,,2,1,1257
Super built-up  Area,3,2,82,Under Construction,Dec,3,1,1600
Super built-up  Area,3,3,75,Ready To Move,,3,1,1465
Super built-up  Area,3,2,111,Ready To Move,,3,1,1650
Super built-up  Area,2,2,46,Ready To Move,,2,1,1243
Built-up  Area,1,1,80,Ready To Move,,2,1,680
Plot  Area,4,2,80,Under Construction,Aug,4,1,1230
Super built-up  Area,2,2,82,Ready To Move,,2,1,1300
Built-up  Area,2,1,44.5,Ready To Move,,2,1,1000
Super built-up  Area,2,1,53.8,Ready To Move,,2,1,1146
Super built-up  Area,6,3,120,Ready To Move,,6,1,1200
Super built-up  Area,4,,312,Under Construction,Mar,3,1,2601
Super built-up  Area,3,2,110,Ready To Move,,3,1,2159
Super built-up  Area,2,2,40,Ready To Move,,2,1,1255
Super built-up  Area,2,2,60,Ready To Move,,2,1,1130
Super built-up  Area,2,1,60,Ready To Move,,2,1,1200
Built-up  Area,2,1,37,Ready To Move,,2,1,1040
Plot  Area,8,2,150,Ready To Move,,8,1,1500
Plot  Area,3,2,55,Ready To Move,,4,1,906
Super built-up  Area,2,1,41.3,Ready To Move,,2,1,1180
Plot  Area,7,2,169,Ready To Move,,7,1,1200
Plot  Area,7,2,100,Ready To Move,,6,1,850
Super built-up  Area,2,3,47,Ready To Move,,2,1,1200
Built-up  Area,3,2,51,Ready To Move,,3,1,1374
Super built-up  Area,10,3,130,Ready To Move,,9,1,4700
Super built-up  Area,1,0,32.15,Under Construction,Dec,1,1,630.5
Plot  Area,2,0,480,Ready To Move,,3,1,2400
Super built-up  Area,2,2,44,Ready To Move,,2,1,1027
Plot  Area,4,,130,Ready To Move,,5,1,1200
Super built-up  Area,4,2,165,Ready To Move,,3,1,2384
Super built-up  Area,2,2,28.41,Under Construction,Aug,3,1,1033
Super built-up  Area,2,1,54,Ready To Move,,2,1,1200
Built-up  Area,3,2,105,Ready To Move,,3,1,2017
Plot  Area,3,2,138,Ready To Move,,3,1,1500
Super built-up  Area,2,0,43,Ready To Move,,2,1,700
Plot  Area,6,2,75,Ready To Move,,6,1,1150
Super built-up  Area,2,2,52.33,Ready To Move,,3,1,1495
Super built-up  Area,2,1,68.5,Ready To Move,,2,1,1302
Built-up  Area,1,1,52,Under Construction,Mar,1,1,905
Super built-up  Area,2,1,55.79,Ready To Move,,2,1,1303
Built-up  Area,3,0,71,Ready To Move,,3,1,1350
Super built-up  Area,2,2,95,Ready To Move,,3,1,1380
Super built-up  Area,3,1,110,Ready To Move,,3,1,1620
Built-up  Area,4,3,250,Ready To Move,,4,1,4800
Super built-up  Area,2,1,38.5,Ready To Move,,2,1,1000
Plot  Area,4,0,88,Ready To Move,,3,1,800
Super built-up  Area,1,1,54,Under Construction,Apr,2,1,1250
Built-up  Area,3,3,170,Ready To Move,,3,1,1750
Super built-up  Area,3,2,55,Ready To Move,,3,1,997
Super built-up  Area,3,,111,Under Construction,Oct,3,1,1760
Super built-up  Area,2,2,75,Ready To Move,,2,1,1322
Plot  Area,3,0,99,Ready To Move,,3,1,1365
Super built-up  Area,3,2,125,Ready To Move,,3,1,1500
Super built-up  Area,2,2,50,Ready To Move,,3,1,1256
Super built-up  Area,2,2,48,Ready To Move,,2,1,941
Plot  Area,4,3,465,Ready To Move,,4,1,5000
Super built-up  Area,3,2,86.58,Ready To Move,,3,1,1665
Super built-up  Area,2,,84.18,Ready To Move,,2,1,1414
Super built-up  Area,2,3,55.25,Ready To Move,,3,1,1270
Plot  Area,2,2,80,Ready To Move,,3,1,800
Plot  Area,3,0,300,Ready To Move,,4,1,4100
Built-up  Area,3,,105,Ready To Move,,6,1,1800
Built-up  Area,2,0,35,Ready To Move,,2,1,850
Super built-up  Area,1,1,38.44,Under Construction,Mar,1,1,712
Super built-up  Area,5,0,251.5,Under Construction,Dec,4,1,2648
Plot  Area,4,2,180,Ready To Move,,3,1,900
Plot  Area,2,0,55,Ready To Move,,2,1,900
Super built-up  Area,2,1,49,Ready To Move,,2,1,1200
Super built-up  Area,1,1,22,Ready To Move,,1,1,654
Super built-up  Area,1,1,55,Ready To Move,,2,1,708
Plot  Area,5,3,75,Ready To Move,,4,1,600
Built-up  Area,3,3,135,Ready To Move,,3,1,1680
Super built-up  Area,2,2,58,Ready To Move,,2,1,990
Super built-up  Area,2,1,42,Ready To Move,,2,1,1380
Super built-up  Area,2,2,62,Under Construction,May,2,1,1088
Super built-up  Area,3,2,77.5,Ready To Move,,3,1,1414
Built-up  Area,2,1,100,Ready To Move,,2,1,1240
Built-up  Area,3,3,118,Ready To Move,,3,1,1810
Super built-up  Area,3,2,240,Under Construction,Dec,3,1,2005
Super built-up  Area,2,2,58,Ready To Move,,2,1,1185
Plot  Area,3,2,57.15,Under Construction,Oct,3,1,1200
Super built-up  Area,2,1,52,Ready To Move,,2,1,1070
Super built-up  Area,2,1,58,Ready To Move,,2,1,1265
Built-up  Area,2,1,55,Ready To Move,,2,1,1100
Built-up  Area,2,2,44,Ready To Move,,2,1,1035
Super built-up  Area,1,0,30.715,Ready To Move,,1,1,614.5
Built-up  Area,2,1,97,Ready To Move,,2,1,1000
Super built-up  Area,2,2,49.35,Ready To Move,,2,1,1179
Super built-up  Area,3,1,84,Ready To Move,,3,1,1650
Plot  Area,4,3,100,Ready To Move,,6,1,2800
Plot  Area,6,2,120,Ready To Move,,8,1,3500
Built-up  Area,3,1,78.65,Ready To Move,,3,1,1430
Super built-up  Area,2,2,58,Ready To Move,,3,1,1130
Super built-up  Area,2,,110,Ready To Move,,3,1,1850
Super built-up  Area,3,2,54.24,Ready To Move,,3,1,1340
Super built-up  Area,,,338,Ready To Move,,4,1,4334
Plot  Area,2,0,30,Ready To Move,,2,1,600
Super built-up  Area,5,2,250,Ready To Move,,3,1,2582
Super built-up  Area,2,1,55,Ready To Move,,2,1,1160
Built-up  Area,2,1,45,Ready To Move,,1,1,1200
Built-up  Area,2,1,37.6,Under Construction,Aug,2,1,1116
Plot  Area,2,1,85,Ready To Move,,3,1,600
Super built-up  Area,4,1,338,Ready To Move,,3,1,2663
Built-up  Area,2,2,45,Ready To Move,,2,1,1090
Super built-up  Area,2,1,45,Ready To Move,,2,1,1100
Super built-up  Area,2,1,34.13,Under Construction,Aug,3,1,1365
Super built-up  Area,3,2,79.19,Under Construction,Feb,3,1,1484
Super built-up  Area,3,2,68,Ready To Move,,3,1,1630
Super built-up  Area,2,2,52.43,Under Construction,May,3,1,1451
Super built-up  Area,2,1,107,Under Construction,Jul,2,1,1330
Super built-up  Area,3,2,135,Ready To Move,,3,1,2127
Plot  Area,5,3,120,Ready To Move,,5,1,875
Plot  Area,4,2,65,Ready To Move,,4,1,1260
Super built-up  Area,2,2,45.75,Ready To Move,,3,1,1173
Super built-up  Area,2,1,56,Ready To Move,,3,1,1445
Super built-up  Area,4,1,400,Ready To Move,,4,1,2250
Plot  Area,4,2,239,Under Construction,Dec,3,1,1500
Super built-up  Area,3,0,115.89,Under Construction,Nov,3,1,2336.5
Super built-up  Area,2,1,47.88,Ready To Move,,2,1,1197
Plot  Area,4,1,225,Ready To Move,,4,1,1200
Super built-up  Area,7,,329,Ready To Move,,5,1,3930
Super built-up  Area,3,3,62.4,Ready To Move,,3,1,1450
Super built-up  Area,2,1,37.85,Ready To Move,,2,1,1187
Plot  Area,6,3,850,Ready To Move,,6,1,4000
Super built-up  Area,2,2,41,Under Construction,Aug,2,1,1050
Super built-up  Area,2,2,54.8,Under Construction,May,3,1,1370
Super built-up  Area,2,2,39.37,Ready To Move,,2,1,1036
Super built-up  Area,3,2,41.2,Under Construction,Jun,3,1,1275
Super built-up  Area,3,2,115,Ready To Move,,4,1,2010
Super built-up  Area,2,2,106,Ready To Move,,2,1,1418
Super built-up  Area,2,2,46.6,Ready To Move,,2,1,1265
Super built-up  Area,3,2,58,Ready To Move,,3,1,1576
Super built-up  Area,2,1,56,Ready To Move,,2,1,1148
Super built-up  Area,2,1,36,Ready To Move,,2,1,1000
Super built-up  Area,2,2,85,Ready To Move,,3,1,1293
Plot  Area,2,0,66,Under Construction,May,3,1,1200
Super built-up  Area,2,3,75,Ready To Move,,2,1,1210
Built-up  Area,2,1,69,Ready To Move,,2,1,1126
Built-up  Area,4,1,175,Ready To Move,,3,1,1840
Built-up  Area,2,0,70,Ready To Move,,3,1,1440
Built-up  Area,2,2,52,Ready To Move,,3,1,1300
Super built-up  Area,2,2,75,Ready To Move,,2,1,1276
Plot  Area,4,2,105,Ready To Move,,6,1,600
Super built-up  Area,2,1,83,Ready To Move,,2,1,1216
Super built-up  Area,1,0,75,Under Construction,Apr,1,1,840
Plot  Area,5,3,300,Ready To Move,,5,1,1240
Built-up  Area,2,2,39,Ready To Move,,2,1,1126
Plot  Area,1,0,23,Ready To Move,,1,1,45
Super built-up  Area,2,0,65,Under Construction,May,2,1,1162
Super built-up  Area,2,2,65,Ready To Move,,2,1,1301
Super built-up  Area,1,1,34,Under Construction,Dec,1,1,658
Plot  Area,3,1,250,Ready To Move,,3,1,1350
Super built-up  Area,3,2,280,Ready To Move,,3,1,2500
Built-up  Area,1,1,63,Ready To Move,,1,10.8,842.4
Built-up  Area,3,2,42,Ready To Move,,3,1,1208
Super built-up  Area,2,2,38.41,Ready To Move,,2,1,1133
Super built-up  Area,2,1,116,Ready To Move,,3,1,1760
Super built-up  Area,2,1,52,Ready To Move,,3,1,1075
Super built-up  Area,2,1,25.38,Ready To Move,,2,1,940
Super built-up  Area,2,2,57,Ready To Move,,2,1,1145
Super built-up  Area,2,0,67.73,Ready To Move,,2,1,1302.5
Built-up  Area,5,1,550,Ready To Move,,4,1,3900
Super built-up  Area,5,0,268.5,Ready To Move,,4,1,3317.5
Built-up  Area,2,2,50,Ready To Move,,2,1,1300
Super built-up  Area,4,3,326,Ready To Move,,3,1,2475
Super built-up  Area,3,,200,Ready To Move,,3,1,2040
Built-up  Area,1,0,150,Ready To Move,,1,1,1200
Plot  Area,4,1,190,Ready To Move,,4,1,2420
Built-up  Area,2,1,80,Ready To Move,,2,1,1216
Super built-up  Area,2,1,110,Ready To Move,,3,1,1459
Super built-up  Area,2,0,80,Ready To Move,,3,1,1622
Super built-up  Area,3,2,85,Ready To Move,,3,1,1843
Super built-up  Area,2,1,81,Under Construction,Jan,2,1,1274
Plot  Area,1,1,52,Ready To Move,,2,1,600
Super built-up  Area,2,1,69.5,Ready To Move,,3,1,1430
Plot  Area,2,0,280,Ready To Move,,4,1,1800
Super built-up  Area,2,2,57.91,Ready To Move,,3,1,1565
Super built-up  Area,3,2,160,Ready To Move,,3,1,1670
Super built-up  Area,3,2,150,Ready To Move,,3,1,1695
Super built-up  Area,2,2,75,Ready To Move,,2,1,1410
Super built-up  Area,2,3,42,Ready To Move,,2,1,1060
Built-up  Area,2,2,50,Ready To Move,,2,1,1120
Plot  Area,2,0,50,Ready To Move,,2,1,880
Super built-up  Area,2,1,32.49,Under Construction,Dec,2,1,1083
Super built-up  Area,3,3,57.2,Ready To Move,,3,1,1435
Super built-up  Area,2,2,56.99,Ready To Move,,3,1,1425
Super built-up  Area,2,3,50,Ready To Move,,2,1,900
Built-up  Area,5,2,93,Under Construction,Feb,5,1,2400
Built-up  Area,1,1,34.3,Under Construction,Dec,1,1,693
Plot  Area,3,1,90,Ready To Move,,3,1,600
Super built-up  Area,4,3,119,Under Construction,Dec,4,1,2435
Super built-up  Area,3,2,150,Under Construction,Aug,3,1,1920
Super built-up  Area,1,1,47,Under Construction,Mar,1,1,630
Super built-up  Area,2,1,50,Ready To Move,,3,1,1075
Plot  Area,5,0,101,Ready To Move,,5,1,1200
Super built-up  Area,1,1,55,Ready To Move,,1,1,705
Super built-up  Area,2,2,75.6,Under Construction,Dec,3,1,1200
Super built-up  Area,2,2,62,Ready To Move,,2,1,1532
Super built-up  Area,2,1,93,Ready To Move,,2,1,1330
Plot  Area,3,1,210,Ready To Move,,4,1,1200
Built-up  Area,2,2,60,Ready To Move,,3,1,1530
Super built-up  Area,2,2,42,Ready To Move,,2,1,1105
Plot  Area,2,0,180,Ready To Move,,2,1,1566
Super built-up  Area,3,1,95.1,Under Construction,Jul,3,1,1630
Built-up  Area,2,1,62.8,Ready To Move,,2,1,1256
Built-up  Area,6,2,180,Ready To Move,,6,1,1200
Built-up  Area,2,3,75,Ready To Move,,3,1,1595
Super built-up  Area,2,2,53,Ready To Move,,2,1,1000
Super built-up  Area,2,2,58.99,Ready To Move,,3,1,1475
Plot  Area,5,3,285,Under Construction,May,5,1,2400
Super built-up  Area,2,1,28.88,Under Construction,May,2,1,1000
Plot  Area,4,1,650,Ready To Move,,4,1,2360
Super built-up  Area,2,3,95,Ready To Move,,3,1,1737
Super built-up  Area,2,1,28.88,Under Construction,Aug,2,1,1000
Super built-up  Area,4,2,150,Ready To Move,,4,1,2100
Built-up  Area,6,1,145,Ready To Move,,8,1,3600
Built-up  Area,2,1,50,Ready To Move,,2,1,883
Super built-up  Area,2,2,46,Ready To Move,,2,1,1243
Super built-up  Area,2,3,75,Ready To Move,,3,1,1776
Super built-up  Area,2,1,37.72,Under Construction,Dec,3,1,1347
Super built-up  Area,2,2,55,Ready To Move,,3,1,1330
Plot  Area,2,1,120,Ready To Move,,2,1,600
Built-up  Area,4,3,370,Ready To Move,,4,1,3730
Super built-up  Area,3,2,135,Ready To Move,,3,1,1459
Super built-up  Area,5,2,135,Under Construction,Dec,4,1,2259
Built-up  Area,4,1,160,Ready To Move,,7,1,2700
Super built-up  Area,2,2,32.25,Ready To Move,,2,1,1008
Super built-up  Area,2,2,52.5,Ready To Move,,2,1,1200
Super built-up  Area,4,1,528,Under Construction,May,4,1,2328
Plot  Area,7,3,110,Ready To Move,,7,1,600
Super built-up  Area,1,1,15.5,Ready To Move,,2,1,660
Super built-up  Area,2,2,250,Ready To Move,,3,1,1800
Super built-up  Area,4,3,550,Ready To Move,,4,1,3100
Super built-up  Area,2,0,50.58,Under Construction,Aug,2,1,1405
Super built-up  Area,1,1,26,Under Construction,May,1,1,602
Super built-up  Area,3,2,100,Ready To Move,,3,1,1710
Super built-up  Area,2,3,82,Ready To Move,,3,1,1500
Built-up  Area,3,2,60,Ready To Move,,3,1,1539
Plot  Area,3,1,128,Ready To Move,,6,1,806
Super built-up  Area,2,1,53,Under Construction,Dec,3,1,1100
Super built-up  Area,2,1,49,Ready To Move,,2,1,1151
Super built-up  Area,2,1,46,Ready To Move,,2,1,920
Super built-up  Area,3,3,78.3,Ready To Move,,3,1,1350
Super built-up  Area,2,2,65,Ready To Move,,2,1,1200
Super built-up  Area,2,1,78,Ready To Move,,2,1,1265
Plot  Area,6,2,60,Ready To Move,,8,1,600
Super built-up  Area,3,2,93.5,Under Construction,Apr,3,1,1700
Built-up  Area,3,0,75,Ready To Move,,3,1,1600
Built-up  Area,4,1,120,Ready To Move,,4,1,1550
Built-up  Area,3,3,125,Ready To Move,,3,1,1560
Plot  Area,5,3,98,Under Construction,Jan,6,1,1000
